record_number,paper_number,paper_identifier,group_number_within_paper,group_id,source_evidence,has_section_reference,has_table_reference,has_figure_reference,has_page_reference
1527,311,https://doi.org/10.1016/j.etran.2024.100328,7,UpperCell_UL_Ignited,"Fig. 7(b,d); Section 3.4.1–3.4.2",1,0,0,0
1528,311,https://doi.org/10.1016/j.etran.2024.100328,8,LowerModule_NoIgnition,Fig. 8(a–c); Table 2; Section 3.5.1–3.5.3,1,1,0,0
1529,311,https://doi.org/10.1016/j.etran.2024.100328,9,LowerModule_Ignited,Fig. 9; Fig. 10(a); Fig. 11; Table 3; Section 3.6.1–3.6.2,1,1,0,0
1530,311,https://doi.org/10.1016/j.etran.2024.100328,10,UpperModule_Ignited,"Fig. 9; Fig. 10(b,c); Fig. 11; Table 3; Section 3.6.1–3.6.2",1,1,0,0
1531,312,https://doi.org/10.1016/j.etran.2025.100475,1,Air_NCM523,Fig. 3a; Table 2; Section 3.1,1,1,0,0
1532,312,https://doi.org/10.1016/j.etran.2025.100475,2,Air_SIB,Fig. 3b; Table 2; Section 3.1,1,1,0,0
1533,312,https://doi.org/10.1016/j.etran.2025.100475,3,Air_LFP,Fig. 3c; Table 2; Section 3.1,1,1,0,0
1534,312,https://doi.org/10.1016/j.etran.2025.100475,4,N2_NCM523,Fig. 4a; Section 3.2; Table 3,1,1,0,0
1535,312,https://doi.org/10.1016/j.etran.2025.100475,5,N2_SIB,Fig. 4b; Section 3.2; Table 3,1,1,0,0
1536,312,https://doi.org/10.1016/j.etran.2025.100475,6,N2_LFP,Fig. 4c; Section 3.2; Table 3,1,1,0,0
1537,313,https://doi.org/10.1016/j.etran.2025.100488,1,ExtPressure_0.1MPa,"Sections 2.2–2.3, 3.1–3.4; Fig. 1(b,c), Fig. 2, Fig. 3, Fig. 6",0,0,0,0
1538,313,https://doi.org/10.1016/j.etran.2025.100488,2,ExtPressure_0.2MPa,"Sections 2.2–2.3, 3.1–3.4; Fig. 2, Fig. 3 (Δt1=86 s vs Δt2=52 s), Fig. 6 (gas yield/composition trends)",0,0,0,0
1539,314,https://doi.org/10.1016/j.etran.2025.100498,1,LFP_100_SOC,Setup: Fig. 2; Process and rates: Fig. 7 and Section 3.3.1; Timeline: Table 6,1,1,0,0
1540,314,https://doi.org/10.1016/j.etran.2025.100498,2,LFP_75_SOC,Setup: Fig. 2; SOC comparison and TR occurrence: Fig. 10 and Section 3.3.2; Timeline: Table 6,1,1,0,0
1541,314,https://doi.org/10.1016/j.etran.2025.100498,3,LFP_50_SOC,SOC comparison and non-TR behavior: Fig. 10 and Section 3.3.2; Timeline: Table 6,1,1,0,0
1542,314,https://doi.org/10.1016/j.etran.2025.100498,4,LFP_25_SOC,SOC comparison and non-TR behavior: Fig. 10 and Section 3.3.2; Timeline: Table 6,1,1,0,0
1543,314,https://doi.org/10.1016/j.etran.2025.100498,5,LFP_0_SOC,SOC comparison and non-TR behavior: Fig. 10 and Section 3.3.2; Timeline: Table 6,1,1,0,0
1544,314,https://doi.org/10.1016/j.etran.2025.100498,6,NCA_100_SOC_Validation,Validation setup and results: Section 2.3.2 and Fig. 15,1,0,0,0
1545,315,10.1016/j.etran.2025.100502,1,LFP_1.6kW_50Ah_SOC0_Ref90,,0,0,0,0
1546,315,10.1016/j.etran.2025.100502,2,LFP_1.6kW_50Ah_SOC50_Ref90,,0,0,0,0
1547,315,10.1016/j.etran.2025.100502,3,LFP_1.6kW_50Ah_SOC100_Ref90,,0,0,0,0
1548,315,10.1016/j.etran.2025.100502,4,LFP_1kW_25Ah_SOC50_Ref97,,0,0,0,0
1549,315,10.1016/j.etran.2025.100502,5,LFP_1kW_25Ah_SOC75_Ref97,,0,0,0,0
1550,315,10.1016/j.etran.2025.100502,6,LFP_1kW_25Ah_SOC100_Ref97,,0,0,0,0
1551,315,10.1016/j.etran.2025.100502,7,LFP_10Cmin_1.1Ah_SOC0_Ref93,,0,0,0,0
1552,315,10.1016/j.etran.2025.100502,8,LFP_10Cmin_1.1Ah_SOC25_Ref93,,0,0,0,0
1553,315,10.1016/j.etran.2025.100502,9,LFP_10Cmin_1.1Ah_SOC50_Ref93,,0,0,0,0
1554,315,10.1016/j.etran.2025.100502,10,LFP_10Cmin_1.1Ah_SOC75_Ref93,,0,0,0,0
1555,315,10.1016/j.etran.2025.100502,11,LFP_10Cmin_1.1Ah_SOC100_Ref93,,0,0,0,0
1556,315,10.1016/j.etran.2025.100502,12,LFP_1Cmin_50Ah_SOC0_Ref95,,0,0,0,0
1557,315,10.1016/j.etran.2025.100502,13,LFP_1Cmin_50Ah_SOC25_Ref95,,0,0,0,0
1558,315,10.1016/j.etran.2025.100502,14,LFP_1Cmin_50Ah_SOC50_Ref95,,0,0,0,0
1559,315,10.1016/j.etran.2025.100502,15,LFP_1Cmin_50Ah_SOC75_Ref95,,0,0,0,0
1560,315,10.1016/j.etran.2025.100502,16,LFP_1Cmin_50Ah_SOC100_Ref95,,0,0,0,0
1561,315,10.1016/j.etran.2025.100502,17,LFP_0.3to0.8kW_280Ah_SOC25_Ref96,,0,0,0,0
1562,315,10.1016/j.etran.2025.100502,18,LFP_0.3to0.8kW_280Ah_SOC50_Ref96,,0,0,0,0
1563,315,10.1016/j.etran.2025.100502,19,LFP_0.3to0.8kW_280Ah_SOC75_Ref96,,0,0,0,0
1564,315,10.1016/j.etran.2025.100502,20,LFP_4.9kW_26650_3.8Ah_SOC100_Ref99,,0,0,0,0
1565,315,10.1016/j.etran.2025.100502,21,LFP_0.5kW_304Ah_SOC100_Ref100,,0,0,0,0
1566,315,10.1016/j.etran.2025.100502,22,LFP_5Cstep_ARC_22Ah_SOC100_Ref14,,0,0,0,0
1567,315,10.1016/j.etran.2025.100502,23,LFP_0.55kW_196Ah_SOC100_Ref102,,0,0,0,0
1568,315,10.1016/j.etran.2025.100502,24,LFP_1kW_105Ah_SOC100_Ref105,,0,0,0,0
1569,315,10.1016/j.etran.2025.100502,25,NCA_10Cmin_3.35Ah_SOC0_Ref93,,0,0,0,0
1570,315,10.1016/j.etran.2025.100502,26,NCA_10Cmin_3.35Ah_SOC25_Ref93,,0,0,0,0
1571,315,10.1016/j.etran.2025.100502,27,NCA_10Cmin_3.35Ah_SOC50_Ref93,,0,0,0,0
1572,315,10.1016/j.etran.2025.100502,28,NCA_10Cmin_3.35Ah_SOC75_Ref93,,0,0,0,0
1573,315,10.1016/j.etran.2025.100502,29,NCA_10Cmin_3.35Ah_SOC100_Ref93,,0,0,0,0
1574,315,10.1016/j.etran.2025.100502,30,NCA_ARC_3Ah_SOC100_Ref106,,0,0,0,0
1575,315,10.1016/j.etran.2025.100502,31,NCA_0.03kW_3Ah_SOC100_Ref107,,0,0,0,0
1576,315,10.1016/j.etran.2025.100502,32,NCM622_0.6kW_50Ah_SOC0_Ref15,,0,0,0,0
1577,315,10.1016/j.etran.2025.100502,33,NCM622_0.6kW_50Ah_SOC25_Ref15,,0,0,0,0
1578,315,10.1016/j.etran.2025.100502,34,NCM622_0.6kW_50Ah_SOC50_Ref15,,0,0,0,0
1579,315,10.1016/j.etran.2025.100502,35,NCM622_0.6kW_50Ah_SOC75_Ref15,,0,0,0,0
1580,315,10.1016/j.etran.2025.100502,36,NCM622_0.6kW_50Ah_SOC100_Ref15,,0,0,0,0
1581,315,10.1016/j.etran.2025.100502,37,NCM811_1or20Cmin_157Ah_SOC25_Ref109,,0,0,0,0
1582,315,10.1016/j.etran.2025.100502,38,NCM811_1or20Cmin_157Ah_SOC50_Ref109,,0,0,0,0
1583,315,10.1016/j.etran.2025.100502,39,NCM811_1or20Cmin_157Ah_SOC75_Ref109,,0,0,0,0
1584,315,10.1016/j.etran.2025.100502,40,NCM811_1or20Cmin_157Ah_SOC100_Ref109,,0,0,0,0
1585,315,10.1016/j.etran.2025.100502,41,NCM111_78Ah_Prismatic_SOC0_Ref108,,0,0,0,0
1586,315,10.1016/j.etran.2025.100502,42,NCM111_78Ah_Prismatic_SOC50_Ref108,,0,0,0,0
1587,315,10.1016/j.etran.2025.100502,43,NCM111_78Ah_Prismatic_SOC100_Ref108,,0,0,0,0
1588,315,10.1016/j.etran.2025.100502,44,NCM_Pouch_75Ah_1kW_SOC100_Ref116,,0,0,0,0
1589,315,10.1016/j.etran.2025.100502,45,NCM_Pouch_60Ah_1kW_SOC100_Ref117,,0,0,0,0
1590,315,10.1016/j.etran.2025.100502,46,NCM_0.5kW_153Ah_SOC100_Ref100,,0,0,0,0
1591,315,10.1016/j.etran.2025.100502,47,NCM_0.55kW_50Ah_SOC100_Ref102,,0,0,0,0
1592,315,10.1016/j.etran.2025.100502,48,NCM_0.55kW_115Ah_SOC100_Ref102,,0,0,0,0
1593,315,10.1016/j.etran.2025.100502,49,NCM_1kW_37Ah_SOC100_Ref104,,0,0,0,0
1594,315,10.1016/j.etran.2025.100502,50,NCM_1kW_50Ah_NCM523_SOC100_Ref104,,0,0,0,0
1595,315,10.1016/j.etran.2025.100502,51,NCM_1kW_50Ah_NCM622_SOC100_Ref104,,0,0,0,0
1596,315,10.1016/j.etran.2025.100502,52,NCM_1kW_53Ah_NCM811_SOC100_Ref104,,0,0,0,0
1597,315,10.1016/j.etran.2025.100502,53,NCM_5kW_50Ah_SOC100_Ref113,,0,0,0,0
1598,315,10.1016/j.etran.2025.100502,54,NCM_0.67kW_153Ah_SOC100_Ref81,,0,0,0,0
1599,315,10.1016/j.etran.2025.100502,55,NCM_211Ah_Prismatic_SOC100_Ref119,,0,0,0,0
1600,315,10.1016/j.etran.2025.100502,56,NCM_256Ah_Prismatic_SOC100_Ref119,,0,0,0,0
1601,316,https://doi.org/10.1016/j.jaecs.2025.100360,1,SOH90_SOC100_Amb30C,"Table 2 (90% SOH), Table 3 (100% SOC), Table 4 (30 °C ambient), Fig. 1(a–c)",0,1,0,0
1602,316,https://doi.org/10.1016/j.jaecs.2025.100360,2,SOH80_SOC100_Amb30C,"Table 2 (80% SOH), Fig. 1(c)",0,1,0,0
1603,316,https://doi.org/10.1016/j.jaecs.2025.100360,3,SOH70_SOC100_Amb30C,"Table 2 (70% SOH), Fig. 1(c)",0,1,0,0
1604,316,https://doi.org/10.1016/j.jaecs.2025.100360,4,SOC80_SOH90_Amb30C,"Table 3 (80% SOC), Fig. 3(a,d)",0,1,0,0
1605,316,https://doi.org/10.1016/j.jaecs.2025.100360,5,SOC60_SOH90_Amb30C,"Table 3 (60% SOC), Fig. 3(a,c,d)",0,1,0,0
1606,316,https://doi.org/10.1016/j.jaecs.2025.100360,6,Amb40C_SOH90_SOC100,"Table 4 (40 °C ambient), Fig. 4(a,b,d)",0,1,0,0
1607,316,https://doi.org/10.1016/j.jaecs.2025.100360,7,Amb50C_SOH90_SOC100,"Table 4 (50 °C ambient), Fig. 4(a,c,d)",0,1,0,0
1608,317,https://doi.org/10.1016/j.nxener.2025.100398,1,SOC_0,"Fig. 3a (peak temperature, timeline) and Fig. 4a (dT/dt)",0,0,0,0
1609,317,https://doi.org/10.1016/j.nxener.2025.100398,2,SOC_50,"Fig. 3b (maximum temperature, smoke behavior) and Fig. 4b (dT/dt)",0,0,0,0
1610,317,https://doi.org/10.1016/j.nxener.2025.100398,3,SOC_100,"Fig. 3c (smoke at 138 s, flame at 368 s, peak temperature), Fig. 4c (dT/dt), and Fig. 5a–b (HRR/THR timing)",0,0,0,0
1611,318,https://doi.org/10.1177/0734904118816616,1,SOC_50,"Experimental setup: Fig. 3; Temperature and flame behavior: Figs. 4–7; Summary metrics (temperatures, time to failure): Table 1; Methods and Results sections.",0,1,0,0
1612,318,https://doi.org/10.1177/0734904118816616,2,SOC_70,"Experimental setup: Fig. 3; Temperature and flame behavior: Figs. 4–7; Summary metrics (temperatures, time to failure): Table 1; Methods and Results sections.",0,1,0,0
1613,319,https://doi.org/10.1109/ACCESS.2024.3447873,1,Thermal_Abuse_1000W_Film,Section II.C (Thermal Abuse) and Fig. 7,1,0,0,0
1614,320,https://doi.org/10.1002/adfm.202404806,1,LPSCl_NCM_TG-DTA_fast,Figure 1a (TG-DTA-MS profiles) and Section 2.1,1,0,1,0
1615,320,https://doi.org/10.1002/adfm.202404806,2,LPSCl_NCM_TG-DTA_slow,"Figure 1b (TG-DTA-MS), Figure 1d (XRD after slow heating), and Section 2.1",1,0,1,0
1616,320,https://doi.org/10.1002/adfm.202404806,3,LPSCl_NCM_sandbath_4p5V,Figure 5a (ignition temperatures at 4.5 V) and Video S1,0,0,1,0
1617,320,https://doi.org/10.1002/adfm.202404806,4,LGPS_NCM_sandbath_4p5V,Figure 5a (ignition temperatures at 4.5 V) and Section 2.2,1,0,1,0
1618,320,https://doi.org/10.1002/adfm.202404806,5,LGSSI_NCM_sandbath_4p5V,Figure 5a (ignition temperatures at 4.5 V) and Section 2.2,1,0,1,0
1619,320,https://doi.org/10.1002/adfm.202404806,6,LSSSI_NCM_sandbath_4p5V,Figure 5a (ignition temperatures at 4.5 V) and Section 2.2,1,0,1,0
1620,320,https://doi.org/10.1002/adfm.202404806,7,LYC_NCM_sandbath_4p5V,"Figure 5a (LYC ignition immeasurable, >350 °C) and Section 2.2",1,0,1,0
1621,320,https://doi.org/10.1002/adfm.202404806,8,LPSCl_NCM_sandbath_low_SOC,Figure 2c (no ignition at 0 and 50 mAh g−1 up to 350 °C) and Figure S3,0,0,1,0
1622,321,https://doi.org/10.1002/adfm.202502761,1,Swagelok_Warning_100C,Figure 7b–d and Section 2.4,1,0,1,0
1623,321,https://doi.org/10.1002/adfm.202502761,2,Swagelok_Shutdown_120C,Figure 7b–d; discussion in Section 2.4,1,0,1,0
1624,321,https://doi.org/10.1002/adfm.202502761,3,Pouch_Shutdown_120C,Figure S19 (pouch shutdown behavior) and Figure 8a–e (separator morphology after shutdown),0,0,1,0
1625,321,https://doi.org/10.1002/adfm.202502761,4,Swagelok_OCP_ModifiedSep_150C,Figure 8f,0,0,1,0
1626,321,https://doi.org/10.1002/adfm.202502761,5,Swagelok_OCP_ModifiedSep_170C,Figure 8g,0,0,1,0
1627,322,https://doi.org/10.1002/adfm.202424110,1,LAGP_NoHIL_260C,"Figure 2c,d; Figure S2; Section 2 (Results and Discussion)",1,0,1,0
1628,322,https://doi.org/10.1002/adfm.202424110,2,LAGP_withHIL_260C,"Figure 2c,d; Figure 3c,d; Section 2 (Results and Discussion)",1,0,1,0
1629,323,https://doi.org/10.1002/adfm.202515834,1,DSC_Ca+An+Ely,Figure 2; text in Section 2 describing DSC comparison and the 145 °C trigger for Ca+An+Ely,1,0,1,0
1630,323,https://doi.org/10.1002/adfm.202515834,2,DSC_Ca+Propyne,Figure 2; text in Section 2 stating Ca+C3H4 triggers at 175 °C,1,0,1,0
1631,323,https://doi.org/10.1002/adfm.202515834,3,Heating_BiSep_NiRich_Pouch,"Section 3.3: BiSep delays thermal runaway by > 60 °C in Ni-rich pouch cells; references [6, 58]",1,0,0,0
1632,324,https://doi.org/10.1002/aenm.202101764,1,DSC_KMHCF_Cathode_with_KPF6_Electrolyte_KIB,Figure 1a and Figure 4; Section 2.6,1,0,1,0
1633,324,https://doi.org/10.1002/aenm.202101764,2,MMC_DSC_KIB_FullCell_KMHCF_Graphite,Figure 5a and Section 2.7,1,0,1,0
1634,324,https://doi.org/10.1002/aenm.202101764,3,MMC_DSC_SIB_FullCell_KMHCF_HardCarbon,Figure 5b and Section 2.7,1,0,1,0
1635,324,https://doi.org/10.1002/aenm.202101764,4,DSC_HC-KMHCF_Cathode_with_KPF6_Electrolyte_KIB_Mitigation,Figure S16d and Section 2.6,1,0,1,0
1636,324,https://doi.org/10.1002/aenm.202101764,5,MMC_KIB_FullCell_Optimized_KPF6_KFSI_SEI_plus_HC-KMHCF_Mitigation,Figure S18b and Section 2.7; anode SEI improvement shown in Figure S18a,1,0,1,0
1637,325,https://doi.org/10.1002/aenm.202201964,1,SideHeating_PE_1Ah,"Figure 4d,e; Figure S20b; Video S1",0,0,1,0
1638,325,https://doi.org/10.1002/aenm.202201964,2,SideHeating_Al2O3PE_1Ah,Figure S21; Video S2,0,0,1,0
1639,325,https://doi.org/10.1002/aenm.202201964,3,SideHeating_BiSep_1Ah,"Figure 4d,e; Video S3",0,0,1,0
1640,325,https://doi.org/10.1002/aenm.202201964,4,ARC_PE_1Ah,"Figure 5a (Tmax, evolving time); Figure 5c (max rate); Figure S22 (ARC setup)",0,0,1,0
1641,325,https://doi.org/10.1002/aenm.202201964,5,ARC_Al2O3PE_1Ah,"Figure S23 (Tmax, evolving time); Figure 5c (max rate); Figure S22 (ARC setup)",0,0,1,0
1642,325,https://doi.org/10.1002/aenm.202201964,6,ARC_BiSep_1Ah,"Figure 5a (Tmax, evolving time); Figure 5c (rates and mechanism illustration); Figure S22 (ARC setup)",0,0,1,0
1643,326,https://doi.org/10.1002/aenm.202300143,1,Gel_5wtPBMA_110C,"Figure 4b,d,e,f; Figure 5a; Section 2 (Results and Discussion)",1,0,1,0
1644,326,https://doi.org/10.1002/aenm.202300143,2,Gel_8wtPBMA_100C,"Figure S12a (Supporting Information), Section 2 (Results and Discussion)",1,0,1,0
1645,326,https://doi.org/10.1002/aenm.202300143,3,Gel_10wtPBMA_100C,"Figure S12b (Supporting Information), Section 2 (Results and Discussion)",1,0,1,0
1646,327,https://doi.org/10.1002/aenm.202203841,1,GS-PI_Separator_NCM622_Pouch_ARC,Figure 15h; Section 4.4 (citing Ref. [300]),1,0,1,0
1647,327,https://doi.org/10.1002/aenm.202203841,2,LiSi_Pouch_SEI_Protected_ARC,Figure 15c; Section 4.4 (citing Ref. [230]),1,0,1,0
1648,327,https://doi.org/10.1002/aenm.202203841,3,NCM811_Graphite_Pouch_AllFluorinated_CEI_ForcedHeating,Figure 15b; Section 4.4 (citing Ref. [225]),1,0,1,0
1649,327,https://doi.org/10.1002/aenm.202203841,4,NiRich_Cell_TPFPB_OxygenScavenger_ForcedHeating,Figure 14c–d; Section 4.4 (discussion citing Ref. [85]),1,0,1,0
1650,328,https://doi.org/10.1002/aenm.202203648,1,AF_2Ah_DualSalt_100SOC_Cycle1,Figure 1a; Section 2.1,1,0,1,0
1651,328,https://doi.org/10.1002/aenm.202203648,2,AF_2Ah_DualSalt_0SOC_Cycle1,Figure 1b; Section 2.1,1,0,1,0
1652,328,https://doi.org/10.1002/aenm.202203648,3,AF_2Ah_DualSalt_100SOC_Cycle100,Figure 1c; Section 2.1,1,0,1,0
1653,328,https://doi.org/10.1002/aenm.202203648,4,AF_2Ah_LiPF6_100SOC_Cycle1,Figure 1d; Section 2.1,1,0,1,0
1654,328,https://doi.org/10.1002/aenm.202203648,5,LMB_2Ah_Comparison,Figure S4 (Supporting Information); Section 2.1,1,0,1,0
1655,328,https://doi.org/10.1002/aenm.202203648,6,Li_metal_plus_dual_salt_electrolyte_ARC,Figure S7a (Supporting Information); Section 2.2,1,0,1,0
1656,328,https://doi.org/10.1002/aenm.202203648,7,Delithiated_NCA_plus_dual_salt_electrolyte_ARC,Figure 2b; Section 2.2,1,0,1,0
1657,328,https://doi.org/10.1002/aenm.202203648,8,Lithiated_Anode_SEI_plus_dual_salt_electrolyte_ARC,Figure 2c; Section 2.2,1,0,1,0
1658,328,https://doi.org/10.1002/aenm.202203648,9,Anode_plus_LiPF6_electrolyte_ARC,Figure S8 (Supporting Information); Section 2.2,1,0,1,0
1659,328,https://doi.org/10.1002/aenm.202203648,10,Cathode_plus_LiPF6_electrolyte_ARC,Figure S8 (Supporting Information); Section 2.2,1,0,1,0
1660,329,10.1002/aenm.202503248,1,Shen_2023_LFP_304Ah,,0,0,0,0
1661,329,10.1002/aenm.202503248,2,Shen_2023_NCM_153Ah,,0,0,0,0
1662,330,https://doi.org/10.1002/aenm.202503593,1,ARC_Pouch_ASSB_FullCell,Figure 7c and Section 3.3,1,0,1,0
1663,330,https://doi.org/10.1002/aenm.202503593,2,DSC_Closed_NCA_LPSCl,Figure 11a–b (closed vs open) and 11d,0,0,1,0
1664,330,https://doi.org/10.1002/aenm.202503593,3,DSC_Open_NCA_LPSCl_Vented,Figure 11a–b and 11c,0,0,1,0
1665,330,https://doi.org/10.1002/aenm.202503593,4,ThermalAbuse_DelithiatedNCM_Crystalline_SSE,Figure 6d,0,0,1,0
1666,330,https://doi.org/10.1002/aenm.202503593,5,ThermalAbuse_DelithiatedNCM_GlassCeramic_SSE,Figure 6d,0,0,1,0
1667,330,https://doi.org/10.1002/aenm.202503593,6,ThermalAbuse_HighSOC_NCM811_LPSCl_Ignition,"Figure 6b and Introduction (refs [99,105])",0,0,1,0
1668,331,https://doi.org/10.1002/advs.201700369,1,LG_S3_Contained,Figure 2a and Section 2.2 (Controlled Ejection),1,0,1,0
1669,331,https://doi.org/10.1002/advs.201700369,2,Sanyo_Pierced_TopButton,"Figure 2c, Figure 3a, and Section 2.3 (Piercing by the Mandrel)",1,0,1,0
1670,331,https://doi.org/10.1002/advs.201700369,3,BottomVent_DoubleVent_Prototype,Figure 7a–e and Section 2.6 (Application of a Second Vent),1,0,1,0
1671,332,https://doi.org/10.1002/advs.202100676,1,Pouch_100SOC_DualSalt_ARC,Figure 2c and Section 2.2,1,0,1,0
1672,332,https://doi.org/10.1002/advs.202100676,2,Pouch_0SOC_DualSalt_ARC,"Figure 2d and Section 2.2 (text: “T_onset = 141 °C, T_tr = 199 °C, T_max = 280 °C”)",1,0,1,0
1673,332,https://doi.org/10.1002/advs.202100676,3,OneBomb_Anode100_Electrolyte_ARC,Figure 3e (T_onset) and Figure 5a text (“T_tr from 306 to 247 °C”),0,0,1,0
1674,332,https://doi.org/10.1002/advs.202100676,4,TwoBomb_Anode100_to_Cathode100,Figure 5a (two-bomb setup and T_tr reduction); Section 2.2,1,0,1,0
1675,332,https://doi.org/10.1002/advs.202100676,5,TwoBomb_Cathode100_with_AnodeGas,Figure 5b and accompanying text (“T_onset drops from 136 to 116 °C; sharp temperature rise from 159 to 285 °C”),0,0,1,0
1676,333,https://doi.org/10.1002/anie.202307243,1,ARC_LNO_Al5,Figure 4c and Section 2.2,1,0,1,0
1677,333,https://doi.org/10.1002/anie.202307243,2,ARC_LNO_Mg5,Figure 4c and Section 2.2,1,0,1,0
1678,333,https://doi.org/10.1002/anie.202307243,3,ARC_LNO_Mn5,Figure 4c and Section 2.2,1,0,1,0
1679,333,https://doi.org/10.1002/anie.202307243,4,TGA_NCA,Figure 4b and Section 2.2,1,0,1,0
1680,333,https://doi.org/10.1002/anie.202307243,5,DSC_NMC33,Figure 4a and Section 2.2,1,0,1,0
1681,334,https://doi.org/10.1002/anie.202401716,1,NCM-SC_HT-XRD,Figure 4a–c and associated text,0,0,1,0
1682,334,https://doi.org/10.1002/anie.202401716,2,NCM-SC_DSC_TG_MS,Figure 4d (TG/DSC) and Figure 4e (MS),0,0,1,0
1683,334,https://doi.org/10.1002/anie.202401716,3,NCM-SC_HT-XPS_Isothermal,Figure 5a–d and accompanying discussion,0,0,1,0
1684,334,https://doi.org/10.1002/anie.202401716,4,NCM-SC_FESEM_Heated,Figure 6a and schematic in Figure 6b,0,0,1,0
1685,335,https://doi.org/10.3390/app13148229,1,Sim_T1_900K,Figure 5a; Section 3.1,1,0,1,0
1686,336,https://doi.org/10.1002/batt.202400339,1,PBMA_Electrolyte_Thermal_Shutdown_105C,Figure 3c–d; Figure 4a–c; Section 2.2,1,0,1,0
1687,336,https://doi.org/10.1002/batt.202400339,2,PBMA_Electrolyte_105C_Storage_5h_Recovery,Figure 5a–b; Section 2.2,1,0,1,0
1688,337,https://doi.org/10.1002/batt.202400386,1,Li_NMC_pouch_700mAh,Figure 2 and Results and Discussion paragraph describing TR onset and maxima; note on venting coincident with self-heating: Figures S5,0,0,1,0
1689,337,https://doi.org/10.1002/batt.202400386,2,Na_NVOPF_pouch_850mAh,"Figure 2 (TR onset and peak temperature), Figure 3a–e and corresponding text on stages of self-heating; note on venting coincident with self-heating: Figure S4a",0,0,1,0
1690,338,https://doi.org/10.3390/batteries2020012,1,Aged_10d,"Figure 5a,b; Section 3.2",1,0,1,0
1691,338,https://doi.org/10.3390/batteries2020012,2,Aged_20d,Figure 6 (trend of T1 and T3 increase); Figure 7; Section 3.3,1,0,1,0
1692,338,https://doi.org/10.3390/batteries2020012,3,Aged_40d,Figure 6; Figure 7; Section 3.3,1,0,1,0
1693,338,https://doi.org/10.3390/batteries2020012,4,Aged_68d,Figure 6; Figure 7; Section 3.3,1,0,1,0
1694,338,https://doi.org/10.3390/batteries2020012,5,Aged_90d,Figure 6 (T2 decrease at 90 days); Figure 7; Section 3.3,1,0,1,0
1695,339,https://doi.org/10.3390/batteries4020016,1,V1_Heater_Pouch,"Figure 1a, Figure 2; Table 2; Sections 4–5",0,1,1,0
1696,340,https://doi.org/10.3390/batteries5030061,1,LFP_stack,"Fig. 5 (temperature vs. time, peak ~386 °C, slope 11.7 °C/min); Fig. 7 (vent-gas temperature timing); Table 1 (gas volume summary); Section 4.1–4.2 (setup, SOC, cell stack).",1,1,0,0
1697,340,https://doi.org/10.3390/batteries5030061,2,NMC_LMO_stack,"Fig. 6 (temperature vs. time, peak ~615 °C, slope 1390 °C/min); Fig. 8 (vent-gas temperature timing showing <4 min for five cells); Table 1 (gas volume summary); Section 2.1.3 and Conclusions; Section 4.1–4.2 (setup, SOC, cell stack).",1,1,0,0
1698,341,https://doi.org/10.3390/batteries6020030,1,SOC_100,"Section 3.2–3.3; Section 4.1.1 (Figure 6a–b); Section 4.2.1 (Figure 7, Figure 8a); Table 5",1,1,1,0
1699,341,https://doi.org/10.3390/batteries6020030,2,SOC_30,Section 4.1.2 (Figure 6c–d); Section 4.2.2 (Figure 8b); Table 5,1,1,1,0
1700,341,https://doi.org/10.3390/batteries6020030,3,SOC_0,Section 4.1.2; Section 4.2.2; Table 5,1,1,0,0
1701,342,https://doi.org/10.3390/batteries7020023,1,Fresh_Overtemperature,Table 3 and Table 4; Figure 3; Sections 3.1–3.3,0,1,1,0
1702,342,https://doi.org/10.3390/batteries7020023,2,Aged_cy-10_Overtemperature,Table 3 and Table 4; Figure 3; Sections 3.1–3.3,0,1,1,0
1703,342,https://doi.org/10.3390/batteries7020023,3,Aged_cy+45_Overtemperature,Table 3 and Table 4; Figure 3; Sections 3.1–3.3,0,1,1,0
1704,342,https://doi.org/10.3390/batteries7020023,4,Aged_ca60_Overtemperature,Table 3 and Table 4; Figure 3; Sections 3.1–3.3,0,1,1,0
1705,343,https://doi.org/10.3390/batteries7020025,1,Overtemperature_CellType4_SGP30,Figure 9; Section 3.3.3 Overtemperature TR Test,1,0,1,0
1706,344,https://doi.org/10.3390/batteries7030049,1,Module_1,"Sections 2.4–3.4; Table 1 (phases), Table 2 (Module 1 time), Fig. 7–9; DSC in Fig. 5 for separator melting",0,1,0,0
1707,344,https://doi.org/10.3390/batteries7030049,2,Module_2,"Sections 2.4–3.4; Table 1 (phases), Table 2 (Module 2 time), Fig. 7–9 (Module 2 shown), Fig. 10 (postmortem)",0,1,0,0
1708,344,https://doi.org/10.3390/batteries7030049,3,Module_3,"Sections 2.4–3.4; Table 1 (phases), Table 2 (Module 3 time)",0,1,0,0
1709,344,https://doi.org/10.3390/batteries7030049,4,Module_4,"Sections 2.4–3.4; Table 1 (phases), Table 2 (Module 4 time)",0,1,0,0
1710,344,https://doi.org/10.3390/batteries7030049,5,Module_5,"Sections 2.4–3.4; Table 1 (phases), Table 2 (Module 5 time)",0,1,0,0
1711,345,https://doi.org/10.3390/batteries8050041,1,S1_Single_10Ah_80-89_SOC,Table 1; Figure 1A; Sections 2.1 and 2.2,0,1,1,0
1712,345,https://doi.org/10.3390/batteries8050041,2,S1_Stack_4x10Ah_90-100_SOC,Table 1; Figure 1B; Figure 3; Sections 2.1 and 2.2,0,1,1,0
